"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"roskilde-university-ruc:roskilde:chemical-biology","Chemical Biology","master","master","Roskilde University (RUC)","Roskilde","","2 years","natural-science | law","The programme is open for admission for students with a legal right of admission only The purpose of the programme is to give graduates a strong chemistry foundation and in-depth knowledge and understanding of the biological systems which…","https://ruc.dk/en/master/chemical-biology","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/chemical-biology","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:chemical-engineering-and-biotechnology-msc","Chemical Engineering and Biotechnology (MSc)","master","master","University of Southern Denmark (SDU)","Odense","","2 years","engineering-technology | sustainability-climate | society-politics","Become a key player in the development of a sustainable society This study programme is relevant for you if you already have a bachelor degree in Chemical Engineering and Biotechnology and you want to enhance your skills.…","https://direc.to/iJPb","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/chemical-engineering-and-biotechnology-msc","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:chemical-engineering-and-biotechnology-bsc-in","Chemical Engineering and Biotechnology, BSc in Engineering","bachelor","bachelor","Aalborg University (AAU)","Esbjerg","","3 years","it-data | engineering-technology","Description Would you like to find new materials for medical uses or manufacture cheaper solar cells for electricity production? And are you interested in developing catalysts to reduce air pollution or secure clean drinking water?…","https://www.en.aau.dk/education/bachelor/chemicalengineering-biotechnology","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/chemical-engineering-and-biotechnology-bsc-in","","","","","2026-08-02"
"aalborg-university-aau:esbjerg:chemical-engineering-msc-in-engineering","Chemical Engineering, MSc in Engineering","master","master","Aalborg University (AAU)","Esbjerg","","2 years","engineering-technology | design-architecture-arts | society-politics","Want to meet us? Join our Online Open Day for international students! February 6, 2025 - read more and register here. Description Do you wish to combine your creative and technical skills?…","https://www.en.aau.dk/education/master/chemical-engineering","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/chemical-engineering-msc-in-engineering","","","","","2026-08-02"
"university-of-southern-denmark-sdu:odense:chemistry","Chemistry","master","master","University of Southern Denmark (SDU)","Odense","","2 years","natural-science","Description Chemistry is a fundamental part of our everyday lives. It is all around us in the reactions, properties and combinations of matter in our own bodies and in the world.…","https://www.sdu.dk/en/uddannelse/kandidat/kemi","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/chemistry","","","","","2026-08-02"
"university-of-copenhagen-ucph:north-campus:chemistry","Chemistry","master","master","University of Copenhagen (UCPH)","North Campus","","2 years","natural-science","Description The two-year MSc programme in Chemistry combines formal coursework with independent research guided by an experienced researcher.…","http://studies.ku.dk/masters/chemistry/","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/chemistry","","","","","2026-08-02"
"aarhus-university-au:aarhus:chemistry","Chemistry","master","master","Aarhus University (AU)","Aarhus","","2 years","natural-science","The MSc programme in Chemistry lets students specialise in their chosen area of interest while building strong foundational knowledge in the field.…","https://masters.au.dk/chemistry","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/chemistry","","","","","2026-08-02"
"aalborg-university-aau:aalborg:chemistry-msc-in-engineering","Chemistry, MSc in Engineering","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology | natural-science","Description The Master programme in Chemistry allows you to expand your knowledge of the central disciplines, methods, theories and concepts of chemistry and to further develop your skills in analysing and creating chemical compounds.…","https://www.en.aau.dk/education/master/chemistry","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/chemistry-msc-in-engineering","","","","","2026-08-02"
"aarhus-university-au:aarhus:children-s-literature-media-cultural","Children's Literature, Media & Cultural Entrepreneurship (Erasmus Mundus)","master","master","Aarhus University (AU)","Aarhus","","2 years","business-management | it-data | society-politics | humanities-culture | communication-media | education-learning","The international Master’s degree programme in Children’s Literature, Media & Cultural Entrepreneurship (CLMC) is aimed at students who wish to pursue a career in the areas of children’s literature, media, and education across a broad range…","https://masters.au.dk/masters-degree-programme-childrens-literature-media-and-cultural-entrepreneurship","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/children-s-literature-media-cultural","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:church-music-organ-bachelor","Church Music/ Organ - Bachelor","bachelor","bachelor","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","3 years","design-architecture-arts","Description As a student of the organ, you will receive tuition in the principal studies of solo and liturgical organ playing. You will learn all the various aspects of playing the instrument, and acquire improvisational, artistic and…","http://english.dkdm.dk/Studies/Admission","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/church-music-organ-bachelor","","","","","2026-08-02"
"the-royal-danish-academy-of-music:study-programmes-within-music-and-music-pedagogy:church-music-organ-master","Church Music/ Organ - Master","master","master","Royal Danish Academy of Music","Study Programmes Within Music And Music Pedagogy","","2 years","design-architecture-arts","Description As a student of the organ, you will receive tuition in the principal studies of solo and liturgical organ playing. You will learn all the various aspects of playing the instrument, and acquire improvisational, artistic and…","http://english.dkdm.dk/Studies/Studying-at-the-Academy/Departments/Church-music","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/church-music-organ-master","","","","","2026-08-02"
